Ejemplo;Modismo;Definición Real;Sinónimo;Definición Sinónimo;Acorde;Def. real; ;;
Yo allá monté mi papel de loco, de visajoso y de hiperactivo. Cantaba vallenatos a cambio de monedas.;visajoso;Referido a una persona, que le gusta llamar la atención y ser admirado.;presumido;Persona que busca llamar la atención y aparentar;1;1;;;
El arboloco es una especie, propia de la zona Andina de Colombia y Venezuela.;arboloco;Árbol poco ramificado de hasta 5 m de alto, con hojas grandes y flores de color amarillo agrupadas en cabezas y estas a su vez en racimos, y de madera muy dura utilizada en construcciones.;árbol andino;Especie nativa de la región andina con tronco recto, hojas grandes y flores amarillas.;1;1;;;
Ese restaurante ofrece su choripán tradicional: 100% artesanal, chorizo de carne de cerdo y la exclusiva receta de chimichurri.;choripan;Comida rápida hecha de pan y chorizo con diferentes salsas.;sándwich de chorizo;Chorizo asado entre dos trozos de pan, condimentado con chimichurri.;1;1;;;
Enojado gritaba que las comilonas se habían acabado, que la gente ya se había atarragado y que ante la crisis debían apretarse el cinturón.;atarragarse;Comer en exceso.;hartarse;Comer o disfrutar en exceso hasta quedar satisfecho en exceso;1;1;;;
Desde pequeña se le midió a oficios de hombre en la casa, entre ellos, arreglar la tubería, pañetar las paredes y pintar.;pañetar;Poner una capa de una mezcla de arena y cemento a una pared o un techo.;enlucir;Recubrir paredes con yeso o mezcla de cemento y arena.;1;1;;;
no sea chuchingo;chuchingo;cobarde, de poco ánimo, tímido;miedoso;Persona que evita riesgos por miedo;1;1;;;
Más allá de la derrota, a mí me gustó el equipo. Estoy 'cabreado' por esta situación, pero no voy a cambiar la nómina.;cabreado;Referido a una persona, recelosa, escéptica.;enojado;Sentimiento de irritación o disgusto por algo molesto.;1;1;;;
Estas niñitas no respetan, me han cogido de cocheteo.;cocheteo;Burla, diversión.;tomado a la ligera;tratar sin seriedad ni respeto;1;1;;;
Que me voy para Cartagena, mamá. ¡Estoy jarto!;jarto;Referido a una persona, cansada o aburrida de algo.;hart@;Cansado o fastidiado de algo;1;1;;;
Puedes dejar al niño en el corral mientras preparas la fiesta.;corral;Especie de armazón rodeado por una malla y con el suelo acolchado, en el que se suele dejar a los niños que aún no caminan, para que jueguen.;corralito;espacio cerrado para que el niño juegue y esté seguro;1;1;;;
"Mestizos son los instrumentos, fruto de la tierra: totuma y capachos, en las maracas; cedro, camoruco, cuerdas de tripa de araguato y pegantes naturales para el arpa y el cuatro.";camoruco;Árbol de hasta 50 m de altura, tronco recto y frondoso, hojas acorazonadas, frores moradas y fruto con semillas comestibles similares al maní.;cedro;Madera de árbol usado en instrumentos musicales.;1;1;;;
Caminó tres cuadras para ganar una apuesta y poder comprarle a Silvia una muñeca catira que su hija le pidió.;catire;Referido a una persona, que tiene el cabello rubio.;rubia;Persona de cabello claro o rubio, generalmente de piel más clara y ojos claros;1;1;;;
Estoy bien, a pesar del lamparón que tengo en el brazo por la caída de ayer.;lamparón;Raspadura o herida que se hace en alguna parte del cuerpo.;moretón;Mancha morada en la piel por un golpe o traumatismo.;1;1;;;
Si usted ama pasear por La Candelaria y no se ha detenido a probar el canelazo del Chorro de Quevedo, está en nada.;canelazo;Bebida hecha con aguardiente, agua de panela y canela.;delicia;Algo sumamente delicioso y placentero.;0;1;;;
Pone la botella sobre la estufa, muy cerca del lavaplatos, y abre la puerta con una mezcla de disgusto y curiosidad.;lavaplatos;Pila que tiene generalmente un grifo y un desagüe en el cual se lavan los platos y utensilios de la cocina.;fregadero;piseta o pila de la cocina donde se lavan utensilios;1;1;;;
Quedó como todo un cismático en la cena. La comida le pareció simple y el ambiente muy ruidoso.;cismático;Referido a una persona, que muestra una repugnancia afectada y una excesiva delicadeza en palabras y acciones.;remilgado;persona exigente y de trato delicado que critica todo;1;1;;;
Allí tuve mi primer sinsabor, pues me picó un avichucho de agua que me tuvo encalambrao una hora sin dejarme pescar.;avichucho;Insecto o ave cuyo nombre y especie se desconocen.;piojo de agua;Parásito acuático que pica y causa molestia local;1;1;;;
Balearon a parientes de comentarista taurino.;balear;Disparar a alguien o a algo de manera repetida con un arma de fuego.;disparar;Hacer fuego con arma de fuego sobre alguien;1;1;;;
Eso si es una artista, no necesita andar encuerándose para triunfar.;encuerar;Desnudar a una persona.;desnudarse;Quitarse toda la ropa, quedar sin vestimenta.;1;1;;;
Según tus preferencias, puedes servir el peto frío o caliente.;peto;Especie de sopa que se prepara con maíz cocinado en leche a la que se le agrega azúcar o panela.;café;bebida caliente o fría hecha con café molido y agua.;0;1;;;
A ese edificio de 8 pisos, (hoy jipato) y con una distribución espacial que envidiarían otros lo agobia el mal estado.;jipato;Referido a una cosa o animal, de color pálido o amarillento.;deteriorado;En mal estado por desgaste o abandono.;0;1;;;
Nadie entendió el nombre cuando Fermina Daza lo leyó ofuscada. No sólo porque era un nombre insólito.;ofuscado;Referido a una persona, enojada o irritada por algún motivo.;aturdida;Confusión mental y falta de claridad al hablar o leer;0;1;;;
En lugar de guardar el sombrero con cuidado lo ensurullaron como a los otros corotos del equipaje.;ensurullar;Plegar o enrollar algo de manera descuidada, especialmente un papel.;envolver aprisa y desordenadamente;Enrollar o envolver algo de forma rápida y desordenada, sin cuidado;1;1;;;
Los hermanos menores estrenan poco, pues siempre usan la remonta de los mayores.;remonta;Prenda de vestir o artículo que alguien usa de segunda mano.;ropa heredada;Prendas usadas que reciben de familiares mayores;1;1;;;
casa de material;material;ladrillo;casa de ladrillo y cemento;vivienda construida con materiales sólidos como ladrillo y cemento;1;1;;;
·Como·aquellos·lugares·pequeños·que·cualquier·viajero·se·puede·topar·en·cualquiera·de·las·grandes·capitales·del·mundo;topar;Encontrar·un·turista·algo·o·a·alguien·durante·su·travesía·o·recorrido.;encontrar;Hallar algo o alguien casualmente;1;1;;;
De forma alada como las mariposas de donde toman su nombre, las heliconias, o platanillos como se les conoce vulgarmente a estas plantas, tienen ya su libro dentro de la flora del Valle.;platanillo;Planta propia de zonas bajas y húmedas, cuyas hojas se usan para conservar y transportar alimentos, y sus flores presentan colores vivos y brillantes.;heliconia;Planta tropical con flores vistosas en forma de alas;1;1;;;
taba yo ayer por la tarde,/comiendo mi mazamorra,/ cuando me cayó la nueva/qu'era muerta mi chipola;chipola;mujer, compañera;mi mujer;pareja femenina con la que se convive o mantiene relación sentimental;1;1;;;
Acepté por fin la invitación de los compañeros a los billares. Me embirrié tanto con la buchacara y el ron que sentía una picazón en los brazos si no jugaba.;buchácara;Juego de billar que consiste en introducir 15 bolas numeradas en seis troneras o buchacas impulsadas por la bola denominada atacadora.;pool;Juego de billar con bolas numeradas que se meten en troneras.;1;1;;;
Acompañante ideal de la arepa, el quesito es otra de las delicias de nuestra cocina tradicional antioqueña.;quesito;Queso fresco, molido finamente hasta formar una especie de crema o pasta y con mayor contenido de sal.;queso fresco;Queso suave y cremoso típico de Antioquia.;1;1;;;
Y el cobao, que viene de Buenaventura y se caracteriza por la quietud de la pareja.;cobao;Estilo de baile en el que los danzantes juntan y rozan sus cuerpos, principalmente en la zona pélvica.;baile tranquilo;Danza lenta con movimientos pausados de la pareja.;0;1;;;
Lo conocí porque le caminaba a mi hermana, pero a ella no le gustaba porque le parecía muy cachetón.;caminar;Estar tras alguna persona para establecer una relación sentimental.;coquetear con;Intentar conquistarla con atención y halagos;1;1;;;
no todos los días está el palo para hacer cucharas;no estar el palo para hacer cucharas;expresa que uno no está en situación o disposición para hacer algo;no pintan pa' eso;oportunidad poco frecuente para aprovechar;0;1;;;
Vale, no me salgas ahora con esa disculpa.;vale;Amigo de confianza.;de acuerdo;Expresa conformidad o asentimiento a lo dicho.;0;1;;;
La escritora y chef cartagenera habla sobre la majuana, pero hecha con fríjoles blancos de cabecita negra y plátano maduro.;majuana;Sopa similar a la mazamorra que se prepara con guandul, yuca, panela y leche de coco especialmente en Semana Santa.;olla;Recipiente de barro o vidrio de cuello corto para líquidos.;0;1;;;
Son innumerables las preparaciones que conforman la cocina huilense: los buñuelos llamados pojongos, los tamales, los envueltos, entre cientos más.;pojongo;Buñuelos pequeños hechos con masa de maíz amarillo, comino y cebolla, que se cocinan en agua y se usan como acompañantes de otros platos.;buñuelo regional;buñuelo típico de la región;1;1;;;
Cuando teníamos 15 todavía jugabamos a las escondidas, tin tin corre corre y estatua.;estatua;Juego infantil en el que un participante inmoviliza a todos al grito de estatua hasta que él mismo, al tocarlos, les devuelve el movimiento.;quieto;Inmóvil, sin moverse.;1;1;;;
"El cuento tenía un personaje que decía: ""yo no soy perro canequero. Mi dueño me entrenó mucho para no meter las narices en la basura.";canequero;Referido a un perro o a un gato domésticos, que le gusta comer basura de la calle.;curioso;Persona que indaga en asuntos ajenos.;0;1;;;
Las tragamonedas han sido aprehendidas por tener inconsistencia en la documentación legal para su funcionamiento, todas fueron dejadas a disposición de la DIAN.;tragamonedas;Máquina de juegos de azar en la que el jugador introduce una moneda para iniciar el juego.;máquinas tragamonedas;máquinas de juego de azar con fichas y premios aleatorios;1;1;;;
Las casas colectivas (malocas) de las comunidades del Amazonas son, además de lugares de vivienda, 'nuestras iglesias'.;maloca;Vivienda hecha con material vegetal, paredes y columnas en madera, techo elaborado con hoja de palma tejida, piso de tierra pisada, de planta circular o rectangular que sirve de vivienda y centro ceremonial de los indígenas amazónicos.;casa comunal;Vivienda colectiva indígena amazónica para familias múltiples y ceremonias.;1;1;;;
El sol de los venados dominaba nuestro pueblo. El cielo era de fuego, de trigo, de oro, de ámbar. Me pareció que esa luz dorada tenía una música que poco a poco lo calmaba todo.;sol;Sol del atardecer.;luz dorada;resplandor cálido y tranquilizador que baña el entorno;0;1;;;
a cómo está el golpe? ya conseguí para el segundo golpe;golpe;cada una de las tres comidas principales del día;plata;dinero;0;1;;;
La corriente los arrastraba sin rumbo y el frío era cada vez peor. Se había encalambrado tres veces.;encalambrado;Referido a una persona, que tiene los músculos tensos por el frío.;aterido de frío;Entumecido e inmovilizado por el frío intenso;1;1;;;
¡Cipote computador el que te has comprado!;cipote;Mucho, grande o formidable.;tremendo;Grande o extraordinario en tamaño o calidad.;1;1;;;
La alcaldía se propone hacer un censo y carnetizar a las personas en situación de discapacidad.;carnetizar;Dotar de un documento de identificación a una persona que pertenece a una entidad en particular.;expedir el carné;Entregar un documento de identificación oficial a una persona;1;1;;;
Los premios que me han otorgado no los he lagarteado, me han llegado.;lagartear;Tener una persona un comportamiento adulador y oportunista para obtener un puesto de trabajo o algún beneficio propio sin haber hecho ningún mérito.;no los he buscado;"No haberlos pedido ni gestionado; vinieron sin mi intervención";0;1;;;
Mi mamá es muy metelona, me inscribía en los concursos y me ayudaba a conocer gente de este gremio;metelón;Referido a una persona, que establece fácilmente relaciones con la gente por su simpatía y amabilidad.;emprendedora;Persona trabajadora y emprendedora que impulsa actividades con empeño.;0;1;;;
Al día siguiente hizo copias del disco duro del computador y se fue a la Defensoría del Pueblo. Allá debió identificarse y le recibieron la denuncia con toda la historia.;defensoría;Institución del Estado encargada de impulsar la efectividad de los derechos humanos de los habitantes.;Oficina de derechos humanos;Entidad pública que atiende quejas y protege derechos de las personas;1;1;;;
